T: 6332 | X: 163 | Y: -3 | Z 29
T: 6574 | X: 47 | Y: -3 | Z 26
T: 6574 | X: 47 | Y: -3 | Z 26
T: 6574 | X: 46 | Y: -3 | Z 26
T: 6574 | X: 46 | Y: -3 | Z 26
T: 6575 | X: 45 | Y: -3 | Z 27
T: 6575 | X: 45 | Y: -3 | Z 27
T: 6575 | X: 45 | Y: -3 | Z 27
T: 6575 | X: 44 | Y: -3 | Z 27
T: 6575 | X: 44 | Y: -3 | Z 28
T: 6576 | X: 44 | Y: -3 | Z 28
T: 6576 | X: 43 | Y: -3 | Z 28
T: 6576 | X: 43 | Y: -3 | Z 29
T: 6576 | X: 43 | Y: -3 | Z 29
T: 6577 | X: 43 | Y: -3 | Z 29
T: 6577 | X: 43 | Y: -3 | Z 30
T: 6577 | X: 42 | Y: -3 | Z 30
T: 6577 | X: 42 | Y: -3 | Z 30
T: 6577 | X: 42 | Y: -3 | Z 31
T: 6578 | X: 42 | Y: -3 | Z 31
T: 6578 | X: 42 | Y: -3 | Z 32
T: 6578 | X: 42 | Y: -3 | Z 32
T: 6578 | X: 42 | Y: -3 | Z 33
T: 6579 | X: 42 | Y: -3 | Z 33
T: 6579 | X: 42 | Y: -3 | Z 33
T: 6579 | X: 42 | Y: -3 | Z 34
T: 6579 | X: 42 | Y: -3 | Z 34
T: 6579 | X: 42 | Y: -3 | Z 35
T: 6580 | X: 42 | Y: -3 | Z 35
T: 6580 | X: 42 | Y: -3 | Z 36
T: 6580 | X: 42 | Y: -3 | Z 36
T: 6580 | X: 43 | Y: -3 | Z 36
T: 6581 | X: 43 | Y: -3 | Z 37
T: 6581 | X: 43 | Y: -3 | Z 37
T: 6581 | X: 43 | Y: -3 | Z 37
T: 6581 | X: 44 | Y: -3 | Z 38
T: 6581 | X: 44 | Y: -3 | Z 38
T: 6582 | X: 44 | Y: -3 | Z 38
T: 6582 | X: 44 | Y: -3 | Z 39
T: 6582 | X: 45 | Y: -3 | Z 39
T: 6582 | X: 45 | Y: -3 | Z 39
T: 6583 | X: 45 | Y: -3 | Z 40
T: 6583 | X: 46 | Y: -3 | Z 40
T: 6583 | X: 46 | Y: -3 | Z 40
T: 6583 | X: 46 | Y: -3 | Z 40
T: 6583 | X: 47 | Y: -3 | Z 41
T: 6584 | X: 47 | Y: -3 | Z 41
T: 6584 | X: 48 | Y: -3 | Z 41
T: 6584 | X: 48 | Y: -3 | Z 41
T: 6584 | X: 48 | Y: -3 | Z 41
T: 6584 | X: 49 | Y: -3 | Z 42
T: 6585 | X: 49 | Y: -3 | Z 42
T: 6585 | X: 50 | Y: -3 | Z 42
T: 6585 | X: 50 | Y: -3 | Z 42
T: 6585 | X: 50 | Y: -3 | Z 42
T: 6586 | X: 50 | Y: -3 | Z 42
T: 6586 | X: 50 | Y: -3 | Z 42
T: 6586 | X: 50 | Y: -3 | Z 42
T: 6586 | X: 50 | Y: -3 | Z 42
T: 6586 | X: 50 | Y: -3 | Z 42
T: 6587 | X: 49 | Y: -3 | Z 42
T: 6587 | X: 49 | Y: -3 | Z 42
T: 6587 | X: 49 | Y: -3 | Z 42
T: 6587 | X: 48 | Y: -3 | Z 42
T: 6588 | X: 48 | Y: -3 | Z 42
T: 6588 | X: 47 | Y: -3 | Z 42
T: 6588 | X: 47 | Y: -3 | Z 42
T: 6588 | X: 46 | Y: -3 | Z 42
T: 6588 | X: 46 | Y: -3 | Z 42
T: 6589 | X: 46 | Y: -3 | Z 42
T: 6589 | X: 45 | Y: -3 | Z 43
T: 6589 | X: 45 | Y: -3 | Z 43
T: 6589 | X: 44 | Y: -3 | Z 43
T: 6589 | X: 44 | Y: -3 | Z 43
T: 6590 | X: 43 | Y: -3 | Z 43
T: 6590 | X: 43 | Y: -3 | Z 43
T: 6590 | X: 43 | Y: -3 | Z 43
T: 6590 | X: 42 | Y: -3 | Z 43
T: 6591 | X: 42 | Y: -3 | Z 43
T: 6591 | X: 41 | Y: -3 | Z 43
T: 6591 | X: 41 | Y: -3 | Z 43
T: 6591 | X: 41 | Y: -3 | Z 42
T: 6591 | X: 40 | Y: -3 | Z 42
T: 6592 | X: 40 | Y: -3 | Z 42
T: 6592 | X: 39 | Y: -3 | Z 42
T: 6592 | X: 39 | Y: -3 | Z 42
T: 6592 | X: 38 | Y: -3 | Z 42
T: 6592 | X: 38 | Y: -3 | Z 42
T: 6593 | X: 38 | Y: -3 | Z 42
T: 6593 | X: 37 | Y: -3 | Z 42
T: 6593 | X: 37 | Y: -3 | Z 42
T: 6593 | X: 36 | Y: -3 | Z 42
T: 6594 | X: 36 | Y: -3 | Z 42
T: 6594 | X: 35 | Y: -3 | Z 42
T: 6594 | X: 35 | Y: -3 | Z 42
T: 6594 | X: 35 | Y: -3 | Z 42
T: 6594 | X: 34 | Y: -3 | Z 41
T: 6595 | X: 34 | Y: -3 | Z 41
T: 6595 | X: 34 | Y: -3 | Z 41
T: 6595 | X: 33 | Y: -3 | Z 41
T: 6595 | X: 33 | Y: -3 | Z 40
T: 6595 | X: 33 | Y: -3 | Z 40
T: 6596 | X: 32 | Y: -3 | Z 40
T: 6596 | X: 32 | Y: -3 | Z 39
T: 6596 | X: 32 | Y: -3 | Z 39
T: 6596 | X: 32 | Y: -3 | Z 39
T: 6597 | X: 31 | Y: -3 | Z 38
T: 6597 | X: 31 | Y: -3 | Z 38
T: 6597 | X: 31 | Y: -3 | Z 37
T: 6597 | X: 31 | Y: -3 | Z 37
T: 6597 | X: 31 | Y: -3 | Z 37
T: 6598 | X: 31 | Y: -3 | Z 36
T: 6598 | X: 31 | Y: -3 | Z 36
T: 6598 | X: 32 | Y: -3 | Z 35
T: 6598 | X: 32 | Y: -3 | Z 35
T: 6598 | X: 32 | Y: -3 | Z 35
T: 6599 | X: 32 | Y: -3 | Z 34
T: 6599 | X: 33 | Y: -3 | Z 34
T: 6599 | X: 33 | Y: -3 | Z 34
T: 6599 | X: 33 | Y: -3 | Z 34
T: 6600 | X: 34 | Y: -3 | Z 33
T: 6600 | X: 34 | Y: -3 | Z 33
T: 6600 | X: 34 | Y: -3 | Z 33
T: 6600 | X: 35 | Y: -3 | Z 33
T: 6600 | X: 35 | Y: -3 | Z 32
T: 6601 | X: 35 | Y: -3 | Z 32
T: 6601 | X: 36 | Y: -3 | Z 32
T: 6601 | X: 36 | Y: -3 | Z 31
T: 6601 | X: 36 | Y: -3 | Z 31
T: 6602 | X: 36 | Y: -3 | Z 31
T: 6602 | X: 37 | Y: -3 | Z 30
T: 6602 | X: 37 | Y: -3 | Z 30
T: 6602 | X: 37 | Y: -3 | Z 29
T: 6602 | X: 37 | Y: -3 | Z 29
T: 6603 | X: 37 | Y: -3 | Z 29
T: 6603 | X: 37 | Y: -3 | Z 28
T: 6603 | X: 36 | Y: -3 | Z 28
T: 6603 | X: 36 | Y: -3 | Z 27
T: 6603 | X: 36 | Y: -3 | Z 27
T: 6604 | X: 36 | Y: -3 | Z 27
T: 6604 | X: 35 | Y: -3 | Z 26
T: 6604 | X: 35 | Y: -3 | Z 26
T: 6604 | X: 35 | Y: -3 | Z 26
T: 6605 | X: 35 | Y: -3 | Z 25
T: 6605 | X: 34 | Y: -3 | Z 25
T: 6605 | X: 34 | Y: -3 | Z 25
T: 6605 | X: 33 | Y: -3 | Z 25
T: 6605 | X: 33 | Y: -3 | Z 25
T: 6606 | X: 33 | Y: -3 | Z 25
T: 6606 | X: 32 | Y: -3 | Z 25
T: 6606 | X: 32 | Y: -3 | Z 24
T: 6606 | X: 31 | Y: -3 | Z 24
T: 6606 | X: 31 | Y: -3 | Z 24
T: 6607 | X: 30 | Y: -3 | Z 24
T: 6607 | X: 30 | Y: -3 | Z 24
T: 6607 | X: 30 | Y: -3 | Z 24
T: 6607 | X: 29 | Y: -3 | Z 24
T: 6608 | X: 29 | Y: -3 | Z 24
T: 6608 | X: 28 | Y: -3 | Z 24
T: 6608 | X: 28 | Y: -3 | Z 24
T: 6608 | X: 27 | Y: -3 | Z 24
T: 6608 | X: 27 | Y: -3 | Z 24
T: 6609 | X: 26 | Y: -3 | Z 25
T: 6609 | X: 26 | Y: -3 | Z 25
T: 6609 | X: 25 | Y: -3 | Z 25
T: 6609 | X: 25 | Y: -3 | Z 25
T: 6609 | X: 24 | Y: -3 | Z 25
T: 6610 | X: 24 | Y: -3 | Z 25
T: 6610 | X: 24 | Y: -3 | Z 26
T: 6610 | X: 23 | Y: -3 | Z 26
T: 6610 | X: 23 | Y: -3 | Z 26
T: 6611 | X: 22 | Y: -3 | Z 26
T: 6611 | X: 22 | Y: -3 | Z 26
T: 6611 | X: 22 | Y: -3 | Z 26
T: 6611 | X: 21 | Y: -3 | Z 27
T: 6611 | X: 21 | Y: -3 | Z 27
T: 6612 | X: 21 | Y: -3 | Z 27
T: 6612 | X: 20 | Y: -3 | Z 27
T: 6612 | X: 20 | Y: -3 | Z 28
T: 6612 | X: 20 | Y: -3 | Z 28
T: 6612 | X: 19 | Y: -3 | Z 28
T: 6613 | X: 19 | Y: -3 | Z 29
T: 6613 | X: 19 | Y: -3 | Z 29
T: 6613 | X: 19 | Y: -3 | Z 29
T: 6613 | X: 18 | Y: -3 | Z 30
T: 6614 | X: 18 | Y: -3 | Z 30
T: 6614 | X: 18 | Y: -3 | Z 31
T: 6614 | X: 18 | Y: -3 | Z 31
T: 6614 | X: 18 | Y: -3 | Z 31
T: 6614 | X: 17 | Y: -3 | Z 32
T: 6615 | X: 17 | Y: -3 | Z 32
T: 6615 | X: 17 | Y: -3 | Z 33
T: 6615 | X: 17 | Y: -3 | Z 33
T: 6615 | X: 17 | Y: -3 | Z 33
T: 6616 | X: 17 | Y: -3 | Z 34
T: 6616 | X: 17 | Y: -3 | Z 34
T: 6616 | X: 17 | Y: -3 | Z 35
T: 6616 | X: 17 | Y: -3 | Z 35
T: 6616 | X: 17 | Y: -3 | Z 36
T: 6617 | X: 17 | Y: -3 | Z 36
T: 6617 | X: 17 | Y: -3 | Z 36
T: 6617 | X: 18 | Y: -3 | Z 37
T: 6617 | X: 18 | Y: -3 | Z 37
T: 6618 | X: 18 | Y: -3 | Z 38
T: 6618 | X: 18 | Y: -3 | Z 38
T: 6618 | X: 18 | Y: -3 | Z 39
T: 6618 | X: 18 | Y: -3 | Z 39
T: 6618 | X: 18 | Y: -3 | Z 39
T: 6619 | X: 19 | Y: -3 | Z 40
T: 6619 | X: 19 | Y: -3 | Z 40
T: 6619 | X: 19 | Y: -3 | Z 40
T: 6619 | X: 19 | Y: -3 | Z 41
T: 6620 | X: 20 | Y: -3 | Z 41
T: 6620 | X: 20 | Y: -3 | Z 41
T: 6620 | X: 20 | Y: -3 | Z 42
T: 6620 | X: 21 | Y: -3 | Z 42
T: 6620 | X: 21 | Y: -3 | Z 42
T: 6621 | X: 22 | Y: -3 | Z 42
T: 6621 | X: 22 | Y: -3 | Z 42
T: 6621 | X: 22 | Y: -3 | Z 42
T: 6621 | X: 23 | Y: -3 | Z 42
T: 6622 | X: 23 | Y: -3 | Z 42
T: 6622 | X: 24 | Y: -3 | Z 43
T: 6622 | X: 24 | Y: -3 | Z 43
T: 6622 | X: 24 | Y: -3 | Z 43
T: 6622 | X: 24 | Y: -3 | Z 43
T: 6623 | X: 23 | Y: -3 | Z 43
T: 6623 | X: 23 | Y: -3 | Z 43
T: 6623 | X: 23 | Y: -3 | Z 43
T: 6623 | X: 22 | Y: -3 | Z 42
T: 6623 | X: 21 | Y: -3 | Z 42
T: 6624 | X: 21 | Y: -3 | Z 42
T: 6624 | X: 20 | Y: -3 | Z 42
T: 6624 | X: 20 | Y: -3 | Z 41
T: 6624 | X: 20 | Y: -3 | Z 41
T: 6625 | X: 19 | Y: -3 | Z 41
T: 6625 | X: 19 | Y: -3 | Z 40
T: 6625 | X: 19 | Y: -3 | Z 40
T: 6625 | X: 18 | Y: -3 | Z 40
T: 6625 | X: 18 | Y: -3 | Z 39
T: 6626 | X: 18 | Y: -3 | Z 39
T: 6626 | X: 18 | Y: -3 | Z 39
T: 6626 | X: 18 | Y: -3 | Z 38
T: 6626 | X: 18 | Y: -3 | Z 38
T: 6626 | X: 17 | Y: -3 | Z 37
T: 6627 | X: 17 | Y: -3 | Z 37
T: 6627 | X: 17 | Y: -3 | Z 36
T: 6627 | X: 17 | Y: -3 | Z 36
T: 6627 | X: 17 | Y: -3 | Z 36
T: 6628 | X: 17 | Y: -3 | Z 35
T: 6628 | X: 17 | Y: -3 | Z 35
T: 6628 | X: 17 | Y: -3 | Z 34
T: 6628 | X: 17 | Y: -3 | Z 34
T: 6628 | X: 17 | Y: -3 | Z 33
T: 6629 | X: 17 | Y: -3 | Z 33
T: 6629 | X: 17 | Y: -3 | Z 33
T: 6629 | X: 17 | Y: -3 | Z 32
T: 6629 | X: 18 | Y: -3 | Z 32
T: 6629 | X: 18 | Y: -3 | Z 31
T: 6630 | X: 18 | Y: -3 | Z 31
T: 6630 | X: 18 | Y: -3 | Z 31
T: 6630 | X: 18 | Y: -3 | Z 30
T: 6630 | X: 18 | Y: -3 | Z 30
T: 6631 | X: 19 | Y: -3 | Z 30
T: 6631 | X: 19 | Y: -3 | Z 29
T: 6631 | X: 19 | Y: -3 | Z 29
T: 6631 | X: 19 | Y: -3 | Z 28
T: 6631 | X: 20 | Y: -3 | Z 28
T: 6632 | X: 20 | Y: -3 | Z 28
T: 6632 | X: 20 | Y: -3 | Z 28
T: 6632 | X: 21 | Y: -3 | Z 27
T: 6632 | X: 21 | Y: -3 | Z 27
T: 6633 | X: 21 | Y: -3 | Z 27
T: 6633 | X: 22 | Y: -3 | Z 27
T: 6633 | X: 22 | Y: -3 | Z 26
T: 6633 | X: 22 | Y: -3 | Z 26
T: 6633 | X: 23 | Y: -3 | Z 26
T: 6634 | X: 23 | Y: -3 | Z 26
T: 6634 | X: 24 | Y: -3 | Z 26
T: 6634 | X: 24 | Y: -3 | Z 25
T: 6634 | X: 24 | Y: -3 | Z 25
T: 6634 | X: 25 | Y: -3 | Z 25
T: 6635 | X: 25 | Y: -3 | Z 25
T: 6635 | X: 26 | Y: -3 | Z 25
T: 6635 | X: 26 | Y: -3 | Z 25
T: 6635 | X: 26 | Y: -3 | Z 24
T: 6636 | X: 27 | Y: -3 | Z 24
T: 6636 | X: 27 | Y: -3 | Z 25
T: 6636 | X: 28 | Y: -3 | Z 25
T: 6636 | X: 28 | Y: -3 | Z 24
T: 6636 | X: 28 | Y: -3 | Z 24
T: 6637 | X: 29 | Y: -3 | Z 24
T: 6637 | X: 29 | Y: -3 | Z 24
T: 6637 | X: 30 | Y: -3 | Z 25
T: 6637 | X: 30 | Y: -3 | Z 24
T: 6638 | X: 31 | Y: -3 | Z 24
T: 6638 | X: 31 | Y: -3 | Z 24
T: 6638 | X: 32 | Y: -3 | Z 24
T: 6638 | X: 32 | Y: -3 | Z 24
T: 6638 | X: 32 | Y: -3 | Z 24
T: 6639 | X: 33 | Y: -3 | Z 24
T: 6639 | X: 33 | Y: -3 | Z 25
T: 6639 | X: 33 | Y: -3 | Z 25
T: 6639 | X: 34 | Y: -3 | Z 25
T: 6639 | X: 34 | Y: -3 | Z 25
T: 6640 | X: 34 | Y: -3 | Z 25
T: 6640 | X: 35 | Y: -3 | Z 25
T: 6640 | X: 35 | Y: -3 | Z 26
T: 6640 | X: 35 | Y: -3 | Z 26
T: 6641 | X: 36 | Y: -3 | Z 26
T: 6641 | X: 36 | Y: -3 | Z 27
T: 6641 | X: 36 | Y: -3 | Z 27
T: 6641 | X: 36 | Y: -3 | Z 27
T: 6641 | X: 37 | Y: -3 | Z 27
T: 6642 | X: 37 | Y: -3 | Z 28
T: 6642 | X: 37 | Y: -3 | Z 28
T: 6642 | X: 37 | Y: -3 | Z 29
T: 6642 | X: 37 | Y: -3 | Z 29
T: 6643 | X: 36 | Y: -3 | Z 29
T: 6643 | X: 36 | Y: -3 | Z 30
T: 6643 | X: 36 | Y: -3 | Z 30
T: 6643 | X: 36 | Y: -3 | Z 31
T: 6643 | X: 36 | Y: -3 | Z 31
T: 6644 | X: 36 | Y: -3 | Z 31
T: 6644 | X: 36 | Y: -3 | Z 32
T: 6644 | X: 35 | Y: -3 | Z 32
T: 6644 | X: 35 | Y: -3 | Z 32
T: 6644 | X: 35 | Y: -3 | Z 33
T: 6645 | X: 34 | Y: -3 | Z 33
T: 6645 | X: 34 | Y: -3 | Z 33
T: 6645 | X: 34 | Y: -3 | Z 33
T: 6645 | X: 33 | Y: -3 | Z 34
T: 6646 | X: 33 | Y: -3 | Z 34
T: 6646 | X: 33 | Y: -3 | Z 34
T: 6646 | X: 32 | Y: -3 | Z 34
T: 6646 | X: 32 | Y: -3 | Z 35
T: 6646 | X: 32 | Y: -3 | Z 35
T: 6647 | X: 32 | Y: -3 | Z 35
T: 6647 | X: 31 | Y: -3 | Z 36
T: 6647 | X: 31 | Y: -3 | Z 36
T: 6647 | X: 31 | Y: -3 | Z 37
T: 6648 | X: 31 | Y: -3 | Z 37
T: 6648 | X: 31 | Y: -3 | Z 38
T: 6648 | X: 31 | Y: -3 | Z 38
T: 6648 | X: 31 | Y: -3 | Z 38
T: 6648 | X: 32 | Y: -3 | Z 39
T: 6649 | X: 32 | Y: -3 | Z 39
T: 6649 | X: 32 | Y: -3 | Z 40
T: 6649 | X: 32 | Y: -3 | Z 40
T: 6649 | X: 33 | Y: -3 | Z 40
T: 6650 | X: 33 | Y: -3 | Z 41
T: 6650 | X: 33 | Y: -3 | Z 41
T: 6650 | X: 34 | Y: -3 | Z 41
T: 6650 | X: 34 | Y: -3 | Z 41
T: 6650 | X: 35 | Y: -3 | Z 41
T: 6651 | X: 35 | Y: -3 | Z 42
T: 6651 | X: 35 | Y: -3 | Z 42
T: 6651 | X: 36 | Y: -3 | Z 42
T: 6651 | X: 36 | Y: -3 | Z 42
T: 6652 | X: 37 | Y: -3 | Z 42
T: 6652 | X: 38 | Y: -3 | Z 42
T: 6652 | X: 38 | Y: -3 | Z 42
T: 6652 | X: 39 | Y: -3 | Z 42
T: 6652 | X: 39 | Y: -3 | Z 42
T: 6653 | X: 40 | Y: -3 | Z 42
T: 6653 | X: 40 | Y: -3 | Z 42
T: 6653 | X: 40 | Y: -3 | Z 42
T: 6653 | X: 41 | Y: -3 | Z 42
T: 6653 | X: 41 | Y: -3 | Z 42
T: 6654 | X: 42 | Y: -3 | Z 42
T: 6654 | X: 42 | Y: -3 | Z 42
T: 6654 | X: 43 | Y: -3 | Z 42
T: 6654 | X: 43 | Y: -3 | Z 42
T: 6655 | X: 44 | Y: -3 | Z 42
T: 6655 | X: 44 | Y: -3 | Z 42
T: 6655 | X: 44 | Y: -3 | Z 42
T: 6655 | X: 45 | Y: -3 | Z 42
T: 6655 | X: 45 | Y: -3 | Z 42
T: 6656 | X: 46 | Y: -3 | Z 42
T: 6656 | X: 46 | Y: -3 | Z 42
T: 6656 | X: 47 | Y: -3 | Z 42
T: 6656 | X: 47 | Y: -3 | Z 42
T: 6657 | X: 47 | Y: -3 | Z 42
T: 6657 | X: 48 | Y: -3 | Z 42
T: 6657 | X: 48 | Y: -3 | Z 42
T: 6657 | X: 49 | Y: -3 | Z 42
T: 6657 | X: 49 | Y: -3 | Z 42
T: 6658 | X: 50 | Y: -3 | Z 42
T: 6658 | X: 50 | Y: -3 | Z 42
T: 6658 | X: 50 | Y: -3 | Z 42
T: 6658 | X: 50 | Y: -3 | Z 42
T: 6659 | X: 50 | Y: -3 | Z 42
T: 6659 | X: 50 | Y: -3 | Z 42
T: 6659 | X: 49 | Y: -3 | Z 42
T: 6659 | X: 49 | Y: -3 | Z 42
T: 6659 | X: 48 | Y: -3 | Z 41
T: 6660 | X: 48 | Y: -3 | Z 41
T: 6660 | X: 48 | Y: -3 | Z 41
T: 6660 | X: 47 | Y: -3 | Z 41
T: 6660 | X: 47 | Y: -3 | Z 41
T: 6660 | X: 47 | Y: -3 | Z 40
T: 6661 | X: 46 | Y: -3 | Z 40
T: 6661 | X: 46 | Y: -3 | Z 40
T: 6661 | X: 45 | Y: -3 | Z 40
T: 6661 | X: 45 | Y: -3 | Z 39
T: 6662 | X: 45 | Y: -3 | Z 39
T: 6662 | X: 44 | Y: -3 | Z 39
T: 6662 | X: 44 | Y: -3 | Z 39
T: 6662 | X: 44 | Y: -3 | Z 38
T: 6662 | X: 44 | Y: -3 | Z 38
T: 6663 | X: 43 | Y: -3 | Z 38
T: 6663 | X: 43 | Y: -3 | Z 37
T: 6663 | X: 43 | Y: -3 | Z 37
T: 6663 | X: 43 | Y: -3 | Z 36
T: 6664 | X: 43 | Y: -3 | Z 36
T: 6664 | X: 42 | Y: -3 | Z 36
T: 6664 | X: 42 | Y: -3 | Z 35
T: 6664 | X: 42 | Y: -3 | Z 35
T: 6664 | X: 42 | Y: -3 | Z 34
T: 6665 | X: 42 | Y: -3 | Z 34
T: 6665 | X: 42 | Y: -3 | Z 34
T: 6665 | X: 42 | Y: -3 | Z 33
T: 6665 | X: 42 | Y: -3 | Z 33
T: 6665 | X: 42 | Y: -3 | Z 32
T: 6666 | X: 42 | Y: -3 | Z 32
T: 6666 | X: 42 | Y: -3 | Z 31
T: 6666 | X: 42 | Y: -3 | Z 31
T: 6666 | X: 42 | Y: -3 | Z 31
T: 6667 | X: 42 | Y: -3 | Z 30
T: 6667 | X: 43 | Y: -3 | Z 30
T: 6667 | X: 43 | Y: -3 | Z 29
T: 6667 | X: 43 | Y: -3 | Z 29
T: 6667 | X: 43 | Y: -3 | Z 29
T: 6668 | X: 43 | Y: -3 | Z 28
T: 6668 | X: 44 | Y: -3 | Z 28
T: 6668 | X: 44 | Y: -3 | Z 28
T: 6668 | X: 44 | Y: -3 | Z 27
T: 6668 | X: 45 | Y: -3 | Z 27
T: 6669 | X: 45 | Y: -3 | Z 27
T: 6669 | X: 45 | Y: -3 | Z 27
T: 6669 | X: 46 | Y: -3 | Z 26
T: 6669 | X: 46 | Y: -3 | Z 26
T: 6670 | X: 46 | Y: -3 | Z 26
T: 6670 | X: 47 | Y: -3 | Z 26
T: 6670 | X: 47 | Y: -3 | Z 25
T: 6670 | X: 48 | Y: -3 | Z 25
T: 6670 | X: 48 | Y: -3 | Z 25
T: 6671 | X: 48 | Y: -3 | Z 25
T: 6671 | X: 49 | Y: -3 | Z 25
T: 6671 | X: 49 | Y: -3 | Z 25
T: 6671 | X: 50 | Y: -3 | Z 25
T: 6671 | X: 50 | Y: -3 | Z 25
T: 6672 | X: 50 | Y: -3 | Z 25
T: 6672 | X: 51 | Y: -3 | Z 25
T: 6672 | X: 51 | Y: -3 | Z 25
T: 6672 | X: 52 | Y: -3 | Z 25
T: 6673 | X: 52 | Y: -3 | Z 25
T: 6673 | X: 52 | Y: -3 | Z 26
T: 6673 | X: 52 | Y: -3 | Z 26
T: 6673 | X: 52 | Y: -3 | Z 26
T: 6673 | X: 53 | Y: -3 | Z 27
T: 6674 | X: 53 | Y: -3 | Z 27
T: 6674 | X: 53 | Y: -3 | Z 28
T: 6674 | X: 53 | Y: -3 | Z 28
T: 6674 | X: 53 | Y: -3 | Z 28
T: 6675 | X: 53 | Y: -3 | Z 29
T: 6675 | X: 53 | Y: -3 | Z 29
T: 6675 | X: 53 | Y: -3 | Z 30
T: 6675 | X: 53 | Y: -3 | Z 30
T: 6675 | X: 53 | Y: -3 | Z 31
T: 6676 | X: 53 | Y: -3 | Z 31
T: 6676 | X: 53 | Y: -3 | Z 32
T: 6676 | X: 53 | Y: -3 | Z 32
T: 6676 | X: 53 | Y: -3 | Z 32
T: 6677 | X: 54 | Y: -3 | Z 33
T: 6677 | X: 54 | Y: -3 | Z 33
T: 6677 | X: 54 | Y: -3 | Z 34
T: 6677 | X: 54 | Y: -3 | Z 34
T: 6677 | X: 54 | Y: -3 | Z 35
T: 6678 | X: 54 | Y: -3 | Z 35
T: 6678 | X: 54 | Y: -3 | Z 35
T: 6678 | X: 54 | Y: -3 | Z 36
T: 6678 | X: 54 | Y: -3 | Z 36
T: 6679 | X: 55 | Y: -3 | Z 37
T: 6679 | X: 55 | Y: -3 | Z 37
T: 6679 | X: 55 | Y: -3 | Z 37
T: 6679 | X: 55 | Y: -3 | Z 38
T: 6679 | X: 56 | Y: -3 | Z 38
T: 6680 | X: 56 | Y: -3 | Z 38
T: 6680 | X: 56 | Y: -3 | Z 39
T: 6680 | X: 57 | Y: -3 | Z 39
T: 6680 | X: 57 | Y: -3 | Z 39
T: 6681 | X: 57 | Y: -3 | Z 39
T: 6681 | X: 58 | Y: -3 | Z 40
T: 6681 | X: 58 | Y: -3 | Z 40
T: 6681 | X: 58 | Y: -3 | Z 40
T: 6681 | X: 59 | Y: -3 | Z 40
T: 6682 | X: 59 | Y: -3 | Z 40
T: 6682 | X: 60 | Y: -3 | Z 40
T: 6682 | X: 60 | Y: -3 | Z 41
T: 6682 | X: 60 | Y: -3 | Z 41
T: 6683 | X: 61 | Y: -3 | Z 41
T: 6683 | X: 61 | Y: -3 | Z 41
T: 6683 | X: 62 | Y: -3 | Z 41
T: 6683 | X: 62 | Y: -3 | Z 41
T: 6683 | X: 63 | Y: -3 | Z 41
T: 6684 | X: 63 | Y: -3 | Z 41
T: 6684 | X: 63 | Y: -3 | Z 42
T: 6684 | X: 64 | Y: -3 | Z 42
T: 6684 | X: 64 | Y: -3 | Z 41
T: 6684 | X: 64 | Y: -3 | Z 41
T: 6685 | X: 64 | Y: -3 | Z 41
T: 6685 | X: 63 | Y: -3 | Z 41
T: 6685 | X: 63 | Y: -3 | Z 41
T: 6685 | X: 63 | Y: -3 | Z 41
T: 6686 | X: 62 | Y: -3 | Z 41
T: 6686 | X: 62 | Y: -3 | Z 41
T: 6686 | X: 61 | Y: -3 | Z 41
T: 6686 | X: 61 | Y: -3 | Z 41
T: 6686 | X: 60 | Y: -3 | Z 41
T: 6687 | X: 60 | Y: -3 | Z 41
T: 6687 | X: 60 | Y: -3 | Z 40
T: 6687 | X: 59 | Y: -3 | Z 40
T: 6687 | X: 59 | Y: -3 | Z 40
T: 6687 | X: 58 | Y: -3 | Z 40
T: 6688 | X: 58 | Y: -3 | Z 40
T: 6688 | X: 58 | Y: -3 | Z 40
T: 6688 | X: 57 | Y: -3 | Z 39
T: 6688 | X: 57 | Y: -3 | Z 39
T: 6689 | X: 57 | Y: -3 | Z 39
T: 6689 | X: 56 | Y: -3 | Z 39
T: 6689 | X: 56 | Y: -3 | Z 38
T: 6689 | X: 56 | Y: -3 | Z 38
T: 6689 | X: 55 | Y: -3 | Z 38
T: 6690 | X: 55 | Y: -3 | Z 38
T: 6690 | X: 55 | Y: -3 | Z 37
T: 6690 | X: 55 | Y: -3 | Z 37
T: 6690 | X: 54 | Y: -3 | Z 36
T: 6690 | X: 54 | Y: -3 | Z 36
T: 6691 | X: 54 | Y: -3 | Z 35
T: 6691 | X: 54 | Y: -3 | Z 35
T: 6691 | X: 54 | Y: -3 | Z 34
T: 6691 | X: 54 | Y: -3 | Z 34
T: 6692 | X: 54 | Y: -3 | Z 33
T: 6692 | X: 54 | Y: -3 | Z 32
T: 6692 | X: 55 | Y: -3 | Z 32
T: 6692 | X: 55 | Y: -3 | Z 31
T: 6692 | X: 55 | Y: -3 | Z 30
T: 6693 | X: 55 | Y: -3 | Z 30
T: 6693 | X: 56 | Y: -3 | Z 29
T: 6693 | X: 56 | Y: -3 | Z 29
T: 6693 | X: 56 | Y: -3 | Z 28
T: 6694 | X: 57 | Y: -3 | Z 28
T: 6694 | X: 58 | Y: -3 | Z 27
T: 6694 | X: 58 | Y: -3 | Z 27
T: 6694 | X: 59 | Y: -3 | Z 27
T: 6694 | X: 59 | Y: -3 | Z 26
T: 6695 | X: 60 | Y: -3 | Z 26
T: 6695 | X: 60 | Y: -3 | Z 26
T: 6695 | X: 60 | Y: -3 | Z 26
